ticket_id,order_id,resolution_cost,created_at
17403,55506,10.34,2024-03-10
17404,54567,6.34,2023-09-10
17405,32374,1.93,2023-11-17
17406,9465,13.71,2024-04-22
17407,53725,7.99,2023-11-30
17408,19987,3.3,2024-06-18
17409,2901,17.91,2024-04-03
17410,22155,37.54,2024-06-09
17411,2984,3.53,2023-12-17
17412,18923,2.94,2024-12-05
17413,26994,22.65,2024-10-21
17414,17257,16.16,2024-07-14
17415,1241,5.82,2024-07-17
17416,10141,12.39,2023-01-22
17417,17912,2.15,2023-08-12
17418,55041,7.38,2024-03-14
17419,40518,13.96,2023-10-12
17420,47862,16.05,2024-07-29
17421,11878,3.12,2024-06-22
17422,30170,19.05,2024-04-21
17423,40291,18.11,2024-11-08
17424,35487,6.43,2024-08-14
17425,12385,17.23,2023-05-29
17426,26981,22.89,2023-07-27
17427,45315,7.71,2024-09-08
17428,55328,16.83,2024-10-22
17429,25022,40.52,2024-04-09
17430,14865,43.65,2024-02-24
17431,10884,25.12,2024-06-20
17432,51066,11.35,2023-08-21
17433,27590,3.53,2024-06-20
17434,42571,4.01,2024-03-27
17435,16685,6.48,2024-07-17
17436,24170,8.05,2023-02-15
17437,3560,16.14,2023-01-27
17438,50436,11.24,2023-07-17
17439,3507,30.41,2023-11-14
17440,19888,16.84,2024-11-19
17441,39325,10.7,2023-10-26
17442,11976,60.69,2024-09-10
17443,32333,7.27,2024-05-27
17444,4578,6.93,2023-02-26
17445,21536,6.75,2024-11-28
17446,59766,5.51,2024-09-13
17447,45896,1.59,2023-07-27
17448,18026,5.47,2024-03-21
17449,49870,14.27,2023-02-24
17450,16210,14.28,2024-04-07
17451,59183,7.25,2024-01-16
17452,52669,7.72,2023-10-04
17453,29572,3.15,2024-05-16
17454,36588,10.24,2023-02-21
17455,39677,0.61,2023-12-23
17456,59799,13.59,2024-08-03
17457,9260,17.81,2024-07-20
17458,18904,42.36,2024-03-18
17459,53408,2.24,2024-09-07
17460,56390,62.48,2023-05-01
17461,20058,17.3,2023-08-02
17462,14854,17.37,2023-12-14
17463,51137,33.22,2023-05-11
17464,40364,7.35,2024-04-05
17465,40265,1.36,2023-12-12
17466,23406,2.81,2023-01-04
17467,7457,23.62,2024-08-07
17468,28419,14.47,2024-04-07
17469,46308,1.98,2024-12-07
17470,42854,0.68,2024-03-20
17471,47369,4.91,2023-05-13
17472,16025,5.43,2024-01-10
17473,8686,10.17,2024-12-06
17474,21989,2.73,2023-12-15
17475,11693,2.27,2024-12-24
17476,45823,35.69,2023-03-28
17477,9041,5.6,2024-02-25
17478,15902,9.35,2024-08-23
17479,13498,10.68,2023-05-29
17480,28995,3.21,2023-08-30
17481,13221,44.81,2023-12-04
17482,58021,26.17,2024-01-30
17483,10215,5.27,2024-09-26
17484,20591,11.08,2023-03-01
17485,36713,28.69,2023-11-22
17486,14698,16.56,2023-01-23
17487,12120,7.37,2023-04-26
17488,14298,13.22,2023-03-21
17489,54952,3.23,2024-12-05
17490,5791,9.63,2024-06-29
17491,44362,7.77,2024-06-06
17492,14671,7.24,2024-10-26
17493,508,10.78,2023-12-08
17494,38044,21.74,2024-09-01
17495,48054,8.78,2023-08-31
17496,11470,3.61,2024-01-17
17497,58737,7.17,2023-07-23
17498,9060,3.0,2024-09-08
17499,37755,20.61,2023-04-28
17500,36689,0.98,2023-09-06
17501,44099,3.58,2024-06-11
17502,57570,7.69,2023-02-15
17503,16675,12.21,2023-04-28
17504,11721,18.84,2024-05-10
17505,47112,17.12,2024-08-28
17506,42128,4.11,2023-07-07
17507,22966,4.21,2024-11-30
17508,18630,64.61,2023-12-17
17509,6741,4.31,2024-01-10
17510,15199,10.9,2023-01-12
17511,28243,19.13,2023-02-05
17512,2861,14.58,2024-01-28
17513,42328,4.93,2023-08-07
17514,20553,33.95,2024-03-06
17515,12275,8.15,2023-04-25
17516,37726,9.15,2023-08-16
17517,333,7.43,2024-07-12
17518,22375,5.15,2024-10-10
17519,32672,4.2,2024-05-28
17520,34750,4.0,2023-10-26
17521,3932,3.98,2023-10-23
17522,51491,16.94,2023-12-13
17523,29940,2.56,2023-10-18
17524,37918,51.18,2024-07-08
17525,57359,21.28,2023-03-13
17526,44327,3.78,2023-04-10
17527,22494,8.28,2024-03-28
17528,22869,28.81,2024-07-06
17529,23994,15.03,2024-09-06
17530,7562,1.67,2024-07-11
17531,3510,3.53,2024-12-19
17532,38133,8.42,2023-11-28
17533,57866,2.58,2023-11-16
17534,30267,19.43,2024-11-19
17535,25514,9.31,2024-10-11
17536,35835,5.42,2023-06-03
17537,35217,12.52,2024-11-20
17538,29095,16.71,2024-09-21
17539,2591,17.97,2024-01-19
17540,24431,7.35,2024-02-05
17541,6799,5.62,2024-02-10
17542,39799,6.23,2023-02-24
17543,56967,49.24,2024-02-14
17544,23924,2.84,2023-04-20
17545,36763,2.83,2023-04-26
17546,57439,4.34,2024-09-04
17547,23581,7.67,2024-11-27
17548,30263,7.3,2024-07-08
17549,9326,0.88,2023-04-01
17550,9214,13.37,2023-03-05
17551,42787,2.53,2023-06-30
17552,5714,3.97,2023-12-30
17553,2384,5.19,2024-04-03
17554,17806,27.29,2024-08-19
17555,51167,11.86,2024-08-02
17556,36381,5.81,2024-08-17
17557,51919,5.91,2024-01-04
17558,54217,3.23,2023-04-01
17559,52847,10.57,2024-06-24
17560,27871,21.1,2023-11-26
17561,50207,32.13,2024-02-03
17562,27725,7.56,2024-10-23
17563,5757,18.73,2023-04-21
17564,46250,2.86,2024-11-18
17565,27754,3.75,2024-01-24
17566,58705,3.4,2024-12-08
17567,31061,25.2,2023-05-03
17568,19411,4.39,2024-05-20
17569,20207,9.61,2023-07-23
17570,51272,2.56,2024-01-08
17571,15661,4.85,2023-05-25
17572,7702,5.62,2024-04-10
17573,23908,55.77,2023-10-16
17574,37426,29.52,2023-08-21
17575,7665,23.13,2024-10-20
17576,12685,13.81,2024-07-08
17577,56437,19.49,2023-03-02
17578,59259,7.17,2023-04-28
17579,48918,18.7,2024-06-12
17580,22735,12.83,2024-10-06
17581,9185,8.53,2024-07-17
17582,44014,3.51,2023-05-24
17583,12143,8.4,2023-11-30
17584,35755,16.19,2024-10-28
17585,3459,19.43,2023-06-11
17586,20217,13.89,2024-06-20
17587,11249,11.36,2023-08-07
17588,1357,12.95,2023-09-06
17589,38294,16.39,2024-07-13
17590,9783,1.43,2024-11-20
17591,9904,2.79,2023-05-28
17592,15053,9.02,2023-10-18
17593,5342,248.61,2023-02-22
17594,58223,5.55,2023-07-03
17595,25408,11.67,2024-05-31
17596,37486,11.62,2023-10-26
17597,53120,9.7,2023-07-25
17598,43908,2.78,2024-02-22
17599,28100,21.01,2023-03-19
17600,32038,6.09,2023-01-12
17601,26868,10.87,2024-08-20
17602,40760,5.28,2023-05-13
17603,53864,2.26,2023-10-21
17604,58287,13.93,2023-09-22
17605,40464,8.61,2024-03-27
17606,42351,5.96,2024-10-07
17607,5026,4.41,2024-10-13
17608,18954,8.6,2024-07-01
17609,671,5.18,2023-07-23
17610,27880,4.79,2023-01-26
17611,55868,13.75,2023-06-29
17612,14334,5.07,2023-12-19
17613,41491,72.84,2024-01-28
17614,34459,47.62,2024-03-17
17615,6295,2.62,2024-12-12
17616,24317,7.02,2023-11-21
17617,37176,9.36,2024-11-22
17618,25371,3.91,2024-06-25
17619,27465,45.58,2024-09-23
17620,39585,8.62,2024-09-25
17621,28115,7.86,2024-03-02
17622,39290,16.14,2023-05-07
17623,28866,11.8,2023-09-22
17624,39259,32.78,2023-01-24
17625,18993,21.24,2023-04-14
17626,59803,12.0,2023-03-06
17627,8379,7.72,2024-09-16
17628,31949,9.79,2023-07-06
17629,44793,11.63,2023-08-24
17630,2306,11.41,2024-05-22
17631,33250,3.36,2023-06-19
17632,2985,1.0,2024-09-09
17633,46115,17.32,2023-06-16
17634,20094,1.2,2023-01-23
17635,10586,23.55,2023-05-26
17636,26303,1.89,2024-02-08
17637,11738,3.74,2024-06-22
17638,23347,12.61,2024-02-26
17639,59707,6.18,2023-10-15
17640,41971,10.37,2024-11-07
17641,42330,0.6,2023-12-03
17642,57772,5.15,2023-01-01
17643,32950,4.51,2024-05-30
17644,19740,6.34,2024-08-12
17645,54343,1.96,2023-03-14
17646,9606,5.1,2023-01-08
17647,28703,3.46,2024-10-16
17648,24396,18.54,2023-09-05
17649,26238,17.57,2023-07-27
17650,42911,2.82,2023-01-11
17651,49659,2.75,2024-05-07
17652,3162,34.77,2023-11-21
17653,19404,1.51,2023-05-22
17654,45760,1.15,2023-10-04
17655,30104,24.1,2024-03-07
17656,27206,27.52,2024-11-10
17657,56370,9.23,2023-01-09
17658,5884,12.67,2023-10-21
17659,9958,19.6,2023-03-19
17660,21101,11.02,2023-03-04
17661,1454,7.81,2024-09-19
17662,15735,11.31,2023-06-13
17663,59199,140.16,2023-02-04
17664,31735,9.59,2024-02-25
17665,38343,29.23,2023-12-10
17666,47371,16.97,2024-10-27
17667,39283,9.82,2024-12-24
17668,15367,22.16,2024-09-05
17669,6687,21.21,2024-11-26
17670,15944,7.28,2024-07-24
17671,55783,6.72,2023-03-10
17672,23170,23.24,2024-10-09
17673,20648,7.0,2024-06-17
17674,31314,25.37,2023-10-28
17675,52608,12.96,2024-08-15
17676,57942,17.36,2023-08-21
17677,20567,62.56,2024-09-10
17678,14206,70.6,2023-03-21
17679,29315,17.17,2024-09-08
17680,38494,1.58,2023-10-13
17681,38889,3.3,2024-12-29
17682,14299,3.94,2024-10-31
17683,30128,4.36,2024-08-08
17684,40404,5.53,2024-12-30
17685,36058,4.04,2024-06-14
17686,35713,3.84,2023-07-05
17687,6344,4.1,2024-01-29
17688,21610,6.75,2023-03-02
17689,3462,13.6,2024-08-26
17690,8064,21.06,2023-10-31
17691,10585,20.29,2024-04-04
17692,961,6.61,2023-11-27
17693,20566,9.64,2023-11-04
17694,19335,32.76,2023-08-05
17695,30990,16.99,2024-04-11
17696,22771,9.92,2023-11-16
17697,35758,3.58,2023-02-09
17698,44826,6.5,2024-02-04
17699,13205,7.3,2023-08-26
17700,47734,10.18,2024-06-13
17701,5641,7.36,2024-12-23
17702,38592,48.44,2023-03-29
17703,56577,24.65,2024-03-16
17704,23330,7.04,2023-05-27
17705,30293,5.13,2023-10-18
17706,21793,3.91,2023-11-07
17707,58667,6.5,2023-05-07
17708,28718,19.73,2024-08-21
17709,32227,6.2,2023-02-24
17710,43942,8.18,2023-11-02
17711,22107,3.06,2024-04-26
17712,2005,4.19,2024-01-04
17713,3598,7.91,2023-07-26
17714,38060,74.46,2023-02-16
17715,31916,23.89,2023-11-10
17716,35511,18.09,2023-06-13
17717,10650,9.37,2023-12-03
17718,42999,12.78,2024-09-18
17719,26812,29.07,2024-03-18
17720,45994,11.97,2024-10-27
17721,55576,14.36,2024-11-20
17722,59901,12.28,2023-02-07
17723,39805,1.32,2023-09-14
17724,9269,22.85,2024-06-27
17725,19965,4.79,2023-02-01
17726,58331,9.67,2024-12-27
17727,37228,52.56,2023-11-22
17728,25506,19.21,2024-04-12
17729,56785,55.34,2023-11-28
17730,1584,15.51,2024-06-04
17731,36117,16.63,2024-10-06
17732,16011,23.84,2024-12-25
17733,22975,2.52,2024-08-06
17734,22237,5.05,2024-03-18
17735,3862,5.75,2023-06-20
17736,42703,15.66,2024-05-06
17737,24559,8.17,2024-05-25
17738,40340,10.08,2023-08-07
17739,8878,7.68,2023-05-10
17740,32821,12.46,2024-12-07
17741,15115,2.69,2024-09-23
17742,26008,8.94,2023-03-13
17743,11467,4.6,2023-05-06
17744,34390,5.71,2024-09-19
17745,46626,16.1,2024-05-15
17746,36827,10.99,2024-10-16
17747,11043,29.22,2024-08-19
17748,27667,129.65,2023-08-19
17749,9755,4.08,2023-04-22
17750,24848,6.89,2023-06-17
17751,58628,11.32,2024-05-17
17752,364,5.46,2023-05-04
17753,50445,8.53,2023-09-20
17754,57771,21.68,2024-03-13
17755,5740,15.97,2023-09-10
17756,26124,12.04,2023-11-11
17757,54739,2.75,2024-08-01
17758,54716,37.06,2023-05-31
17759,58905,10.1,2024-08-27
17760,25775,12.38,2024-03-27
17761,21401,2.53,2023-07-07
17762,20680,2.33,2023-05-10
17763,37630,30.17,2023-09-29
17764,47739,16.6,2024-12-22
17765,22366,6.15,2023-12-02
17766,4952,22.62,2024-03-07
17767,6328,2.94,2023-12-10
17768,12115,30.09,2024-12-13
17769,30692,10.31,2023-05-16
17770,44765,5.86,2023-02-07
17771,34959,18.41,2024-12-03
17772,36416,3.84,2024-07-21
17773,2819,14.01,2024-03-11
17774,55576,14.13,2024-11-28
17775,49819,7.37,2023-10-05
17776,58985,11.48,2024-07-03
17777,52650,14.58,2023-09-05
17778,7417,5.89,2023-07-19
17779,59749,2.8,2023-04-23
17780,7484,6.95,2023-08-11
17781,55087,6.46,2023-07-28
17782,41446,9.94,2023-07-02
17783,40030,2.51,2023-09-30
17784,45359,12.54,2024-03-12
17785,38436,5.79,2024-12-21
17786,31595,51.72,2024-12-15
17787,13874,5.11,2023-03-21
17788,1375,52.13,2023-12-22
17789,53724,11.38,2023-08-02
17790,16414,11.09,2023-07-15
17791,28137,13.67,2023-02-27
17792,36130,1.5,2024-12-19
17793,19333,2.59,2024-04-29
17794,38505,32.76,2023-06-19
17795,136,1.89,2023-12-06
17796,11977,14.29,2024-08-17
17797,25479,7.05,2023-09-12
17798,10863,24.16,2023-01-28
17799,32903,5.06,2024-08-07
17800,27137,4.66,2023-05-14
17801,34876,7.81,2024-09-30
17802,6065,11.15,2023-07-21
17803,11633,237.6,2024-11-15
17804,27636,27.32,2023-06-21
17805,48522,15.94,2024-01-15
17806,37589,5.84,2024-09-12
17807,3524,4.96,2023-10-08
17808,49071,7.11,2024-09-17
17809,30737,5.98,2024-01-30
17810,44010,15.88,2023-03-22
17811,30663,19.84,2024-06-14
17812,59110,6.1,2024-06-13
17813,22413,25.94,2023-09-11
17814,11710,31.94,2024-09-08
17815,41457,12.14,2024-03-12
17816,46475,21.12,2024-06-14
17817,4449,21.49,2023-05-24
17818,47343,9.6,2024-02-19
17819,58827,2.49,2023-08-24
17820,31681,2.01,2024-11-09
17821,26839,3.92,2024-03-16
17822,56319,16.23,2023-07-22
17823,36962,0.97,2024-09-13
17824,9864,5.76,2024-05-02
17825,40905,7.39,2023-01-23
17826,48707,14.58,2024-06-08
17827,15539,16.33,2024-03-16
17828,24421,11.2,2024-01-10
17829,44489,16.05,2024-12-11
17830,31076,5.29,2023-07-26
17831,50588,4.58,2024-08-13
17832,59305,13.03,2023-01-22
17833,46160,9.58,2023-08-22
17834,4642,4.69,2024-06-26
17835,34578,13.74,2024-12-29
17836,27466,22.29,2023-08-06
17837,46205,16.35,2024-01-18
17838,8806,7.91,2023-07-24
17839,55867,53.99,2023-12-05
17840,56112,3.55,2024-09-05
17841,4440,15.58,2024-10-10
17842,16848,9.4,2024-04-06
17843,7867,32.11,2023-01-13
17844,20884,7.06,2024-07-06
17845,56831,2.67,2023-01-27
17846,49228,1.84,2024-02-24
17847,42839,4.16,2023-07-28
17848,14984,5.99,2024-12-17
17849,40025,17.83,2023-11-03
17850,31631,30.69,2024-10-20
17851,59990,9.79,2023-03-26
17852,22660,6.03,2023-04-15
17853,45940,20.49,2023-09-18
17854,45211,10.78,2024-12-13
17855,9567,55.64,2023-07-07
17856,35593,3.31,2023-09-11
17857,19908,2.42,2023-01-04
17858,54171,39.79,2023-12-06
17859,10058,4.29,2024-11-09
17860,5036,5.65,2023-10-25
17861,18141,1.72,2023-12-07
17862,53768,18.81,2024-09-07
17863,19048,4.21,2024-11-14
17864,43552,27.05,2024-01-08
17865,27190,5.15,2024-10-12
17866,47184,4.93,2023-02-04
17867,56591,8.89,2023-11-03
17868,8405,8.69,2024-05-25
17869,47649,16.59,2024-10-01
17870,38818,10.01,2023-01-18
17871,5024,9.24,2023-01-27
17872,47432,8.24,2024-01-24
17873,11604,5.63,2023-05-25
17874,12484,16.91,2024-07-23
17875,5311,7.23,2024-09-25
17876,20042,10.11,2023-01-16
17877,3976,3.82,2024-06-29
17878,20172,237.18,2023-03-28
17879,45553,12.77,2024-04-20
17880,41757,6.78,2023-04-27
17881,38651,9.77,2023-06-01
17882,36559,3.89,2024-04-14
17883,19908,5.46,2023-03-19
17884,20837,14.64,2023-02-06
17885,37035,11.63,2024-02-26
17886,1757,2.49,2024-12-31
17887,48036,3.72,2023-06-14
17888,14788,9.66,2023-01-16
17889,54588,39.45,2024-04-27
17890,1668,4.38,2023-11-15
17891,54065,2.87,2024-01-17
17892,25089,8.29,2024-11-02
17893,59881,64.61,2023-07-27
17894,46841,97.12,2024-12-05
17895,6604,11.72,2023-05-07
17896,32409,10.16,2023-10-03
17897,40274,11.94,2024-11-17
17898,53029,11.93,2023-07-20
17899,5920,3.39,2023-08-16
17900,29512,26.18,2024-01-30
17901,37700,3.43,2024-03-24
17902,25530,9.45,2024-10-22
17903,4683,2.65,2024-09-12
17904,48972,17.81,2023-11-15
17905,584,10.68,2023-03-17
17906,11058,3.02,2024-12-05
17907,4845,5.85,2024-09-09
17908,40674,8.43,2023-01-20
17909,11333,4.87,2023-09-09
17910,2660,26.4,2023-06-16
17911,47725,8.05,2023-04-13
17912,18834,3.98,2024-09-19
17913,34221,1.86,2023-10-13
17914,9943,1.94,2023-06-20
17915,23253,8.58,2023-01-02
17916,19348,47.44,2023-12-21
17917,40064,16.05,2023-05-26
17918,59484,4.34,2023-03-02
17919,22671,5.41,2024-10-24
17920,49768,26.13,2023-06-07
17921,36462,38.15,2023-08-02
17922,19244,7.77,2023-12-06
17923,35233,4.79,2023-05-17
17924,57859,20.85,2023-06-03
17925,7920,20.76,2024-09-11
17926,39074,6.46,2023-09-30
17927,7191,134.03,2023-03-22
17928,44245,11.35,2024-03-27
17929,9437,5.3,2024-08-08
17930,44968,22.63,2024-08-11
17931,27809,8.34,2023-01-15
17932,19109,29.59,2024-07-16
17933,2576,1.66,2024-02-15
17934,36452,10.47,2024-09-05
17935,27882,2.48,2023-10-20
17936,21975,35.2,2024-08-19
17937,41557,9.18,2024-02-10
17938,39023,1.76,2023-08-29
17939,58825,6.0,2024-09-03
17940,16120,2.95,2024-07-05
17941,1613,5.3,2023-01-15
17942,23369,22.66,2023-05-31
17943,34932,26.72,2023-11-21
17944,51384,4.46,2024-01-01
17945,49648,74.39,2023-04-11
17946,58114,46.15,2024-05-25
17947,33851,24.63,2023-01-02
17948,27645,22.62,2023-05-06
17949,51361,3.49,2023-11-22
17950,48100,12.53,2023-09-22
17951,41130,31.91,2023-02-03
17952,57850,9.18,2023-03-02
17953,7720,3.43,2024-02-02
17954,27528,28.84,2024-01-06
17955,43057,2.34,2023-06-28
17956,8411,6.6,2024-09-13
17957,52200,9.06,2024-10-02
17958,25664,3.78,2024-09-13
17959,35185,17.85,2024-10-01
17960,50994,12.76,2024-06-02
17961,45450,6.44,2023-06-05
17962,30125,36.08,2023-03-11
17963,8494,10.7,2023-04-26
17964,53151,16.41,2024-02-18
17965,55095,68.87,2023-06-30
17966,7069,14.71,2023-02-02
17967,35633,8.85,2024-02-17
17968,57319,148.91,2023-10-24
17969,22221,10.86,2024-11-25
17970,8044,4.38,2024-06-13
17971,41850,12.37,2024-09-20
17972,27154,27.08,2023-05-15
17973,12170,13.33,2024-03-24
17974,17741,6.28,2023-12-25
17975,36452,11.23,2024-11-16
17976,32769,6.43,2024-06-12
17977,29,3.0,2024-08-14
17978,53860,16.11,2023-08-08
17979,24540,23.23,2024-02-19
17980,50559,6.61,2024-05-14
17981,14758,4.13,2023-12-13
17982,19282,9.81,2023-07-01
17983,44815,1.78,2023-07-03
17984,41479,9.19,2024-12-31
17985,46074,14.37,2023-05-15
17986,56283,8.07,2023-10-27
17987,11870,3.01,2024-02-18
17988,45880,6.53,2024-11-27
17989,8572,15.85,2023-09-02
17990,14976,14.82,2023-05-22
17991,58577,7.32,2023-12-21
17992,54447,7.46,2023-01-18
17993,55141,25.56,2023-05-19
17994,34784,5.47,2023-01-27
17995,29095,2.79,2024-04-01
17996,53252,6.93,2023-01-22
17997,59007,2.57,2023-03-31
17998,41894,29.71,2024-02-28
17999,48242,5.43,2024-11-04
18000,28094,6.06,2023-08-19
18001,25067,16.04,2024-12-26
18002,6506,6.44,2023-08-17
18003,29466,12.75,2023-09-27
18004,47508,10.02,2023-10-08
18005,21708,15.65,2024-02-14
18006,30165,3.28,2024-09-22
18007,27337,52.48,2024-03-08
18008,6570,13.19,2023-07-29
18009,51194,2.54,2023-07-15
18010,57874,4.28,2024-12-08
18011,33895,14.22,2023-04-27
18012,29272,14.68,2023-07-19
18013,51715,6.56,2023-03-09
18014,27466,2.24,2024-01-11
18015,57431,1.78,2024-07-20
18016,13730,2.13,2024-06-29
18017,35388,34.9,2023-11-13
18018,19781,3.56,2023-07-12
18019,50764,5.33,2024-08-17
18020,846,6.73,2024-01-04
18021,54510,10.78,2023-10-20
18022,39948,47.78,2024-12-20
18023,35806,9.08,2024-03-25
18024,9065,6.63,2023-08-11
18025,36858,26.26,2024-08-06
18026,34512,26.92,2024-05-31
18027,36404,9.09,2023-06-28
18028,13494,4.87,2024-07-05
18029,33278,1.07,2024-11-26
18030,30772,19.21,2023-05-01
18031,47781,4.25,2023-01-15
18032,53333,7.41,2023-03-16
18033,56057,20.09,2024-01-24
18034,12568,15.51,2023-12-14
18035,41630,4.16,2024-08-14
18036,6922,10.55,2024-01-05
18037,9852,6.02,2023-11-30
18038,4035,3.03,2023-04-14
18039,15992,16.9,2023-10-12
18040,19321,8.82,2024-03-03
18041,31103,20.38,2023-04-27
18042,28078,71.42,2023-12-03
18043,25154,8.07,2024-01-25
18044,45347,7.73,2024-09-01
18045,32089,3.71,2024-06-07
18046,2511,7.67,2024-03-01
18047,6172,17.1,2024-08-09
18048,6302,10.21,2023-02-07
18049,36041,5.93,2023-07-12
18050,44940,16.66,2024-12-19
18051,48645,10.67,2023-05-23
18052,57903,15.09,2024-10-23
18053,3608,2.54,2023-11-12
18054,22676,2.91,2024-01-17
18055,37301,5.96,2024-04-12
18056,55468,94.9,2024-11-06
18057,5704,30.68,2023-03-16
18058,32242,3.52,2024-05-12
18059,6740,9.07,2023-10-13
18060,57296,49.06,2023-12-08
18061,59775,1.1,2023-09-30
18062,12323,10.38,2024-07-04
18063,41759,22.54,2024-01-22
18064,42113,14.01,2023-12-04
18065,10446,3.15,2024-06-10
18066,2375,5.92,2024-07-13
18067,11522,15.69,2024-09-15
18068,59728,10.38,2024-05-28
18069,21398,9.54,2023-05-16
18070,25124,50.01,2023-06-21
18071,6915,13.08,2024-10-17
18072,6264,15.38,2024-04-19
18073,27515,39.14,2024-12-17
18074,41554,113.89,2024-12-06
18075,16702,18.26,2024-03-26
18076,2348,14.95,2023-03-25
18077,57768,31.15,2023-03-23
18078,26383,15.91,2024-09-23
18079,22124,15.49,2024-02-29
18080,46930,116.1,2024-10-28
18081,8179,1.08,2023-08-23
18082,2521,3.75,2023-04-13
18083,42860,6.35,2023-08-06
18084,8913,20.41,2023-03-03
18085,5722,1.01,2024-07-24
18086,12553,12.95,2023-05-09
18087,6431,21.26,2023-11-18
18088,733,5.24,2023-09-10
18089,41188,0.95,2024-06-07
18090,2903,5.2,2023-11-01
18091,59450,13.45,2024-05-09
18092,2926,4.6,2024-10-10
18093,52825,6.71,2024-09-25
18094,34416,142.39,2023-01-11
18095,40228,13.05,2023-02-17
18096,41875,23.96,2024-09-10
18097,20581,7.76,2023-07-26
18098,43739,17.37,2024-10-01
18099,44201,5.77,2024-11-27
18100,12309,7.08,2023-03-19
18101,44412,14.92,2024-04-24
18102,54839,3.75,2024-02-08
18103,32290,40.86,2024-11-26
18104,27464,3.05,2023-08-19
18105,39466,19.02,2024-11-09
18106,29054,19.01,2023-09-04
18107,16724,94.81,2023-05-10
18108,27993,2.39,2024-02-04
18109,23374,2.52,2024-01-28
18110,1281,8.34,2023-07-31
18111,10035,2.24,2023-11-30
18112,12455,21.85,2024-10-28
18113,1707,18.34,2023-04-17
18114,42984,38.03,2024-05-03
18115,16287,2.13,2023-08-02
18116,27474,5.49,2023-04-22
18117,37692,43.5,2023-02-18
18118,21231,44.21,2023-07-14
18119,26614,14.79,2023-02-21
18120,43602,21.85,2024-04-19
18121,27113,6.72,2023-07-24
18122,38051,31.53,2023-04-27
18123,58266,13.11,2024-10-16
18124,48483,3.32,2023-03-07
18125,5422,2.85,2024-08-19
18126,19063,3.44,2024-07-12
18127,6035,0.97,2024-02-04
18128,24436,4.57,2023-03-08
18129,55414,8.9,2024-02-28
18130,16876,16.96,2024-10-01
18131,33900,2.65,2024-10-18
18132,2657,3.72,2024-02-28
18133,56732,3.63,2024-11-04
18134,44177,17.15,2023-06-02
18135,980,5.19,2023-07-11
18136,24899,9.2,2024-09-21
18137,1257,2.84,2024-01-10
18138,40616,29.36,2023-07-25
18139,2301,6.81,2024-03-06
18140,34471,6.2,2024-01-19
18141,58015,8.03,2024-01-08
18142,31965,6.14,2023-04-22
18143,39561,10.49,2024-06-20
18144,1886,12.38,2023-07-13
18145,43165,11.94,2023-03-19
18146,24562,5.89,2023-10-07
18147,18872,11.48,2023-06-04
18148,9094,10.19,2024-08-31
18149,24842,34.83,2024-06-10
18150,14843,11.26,2024-10-22
18151,14631,3.22,2024-04-06
18152,1137,11.25,2023-03-24
18153,28542,15.32,2023-01-10
18154,18093,7.75,2023-03-18
18155,53764,16.07,2024-01-15
18156,47396,18.75,2024-01-06
18157,30650,17.77,2023-04-18
18158,12308,3.57,2024-04-27
18159,2129,3.21,2023-09-13
18160,25951,41.71,2023-01-20
18161,48419,4.92,2023-02-05
18162,8055,9.46,2024-06-18
18163,29096,8.41,2023-02-06
18164,12517,48.42,2024-11-30
18165,24140,5.74,2024-01-29
18166,59490,170.07,2023-10-10
18167,56339,6.15,2023-10-15
18168,27664,17.84,2024-12-12
18169,38901,26.92,2024-02-28
18170,28188,6.98,2024-10-22
18171,43212,13.2,2024-11-27
18172,10316,13.74,2023-03-04
18173,53932,8.72,2023-01-16
18174,52447,19.77,2023-11-13
18175,53515,6.74,2023-08-07
18176,15363,4.15,2024-03-02
18177,31166,4.58,2024-04-30
18178,25224,9.97,2024-06-15
18179,41723,2.67,2023-11-15
18180,5293,26.15,2024-08-30
18181,44936,8.16,2024-01-18
18182,47122,21.33,2023-06-06
18183,50766,10.55,2024-10-11
18184,32539,17.3,2023-05-09
18185,5679,11.07,2023-01-14
18186,20927,9.76,2023-02-18
18187,53045,8.23,2024-08-12
18188,15959,13.13,2023-09-03
18189,17877,2.42,2023-02-13
18190,11531,4.23,2023-12-18
18191,23389,14.57,2023-08-28
18192,175,6.5,2023-06-17
18193,23981,17.95,2024-03-29
18194,22967,5.14,2024-01-20
18195,12286,13.24,2023-07-18
18196,36406,10.84,2024-08-29
18197,10708,13.93,2024-08-05
18198,5609,45.24,2023-05-25
18199,49739,3.58,2024-11-20
18200,7544,6.52,2024-06-17
18201,59410,12.6,2023-06-08
18202,20038,10.16,2024-04-12
18203,31360,38.32,2023-08-17
18204,20096,4.05,2024-09-27
18205,12828,26.82,2024-04-10
18206,10007,24.8,2024-09-07
18207,22056,20.9,2023-03-28
18208,12299,2.61,2024-07-08
18209,12626,7.76,2023-03-20
18210,28092,5.26,2024-06-28
18211,14934,7.85,2024-06-29
18212,38517,18.76,2023-05-08
18213,13769,88.67,2024-01-18
18214,38386,5.71,2024-05-20
18215,35714,9.44,2024-10-17
18216,11968,21.09,2024-07-27
18217,5181,5.28,2023-12-14
18218,56770,2.44,2023-04-04
18219,42512,3.33,2024-03-19
18220,54094,3.56,2023-09-10
18221,2077,11.6,2023-12-17
18222,56070,14.49,2024-01-06
18223,40131,6.04,2024-02-01
18224,10909,4.24,2023-04-22
18225,45694,6.92,2023-03-11
