order_id,variable_cost,delivery_cost,support_cost
51720,72.81,10.7,3.68
51721,59.86,22.15,11.74
51722,14.55,7.11,4.67
51723,35.92,8.68,38.05
51724,23.86,9.63,4.6
51725,76.68,17.08,5.51
51726,90.34,13.96,10.2
51727,87.97,13.72,4.03
51728,54.84,19.23,19.84
51729,13.63,20.31,4.26
51730,44.79,30.77,1.88
51731,16.48,18.19,1.5
51732,23.37,21.42,8.11
51733,111.82,14.86,10.42
51734,34.61,10.35,5.22
51735,80.07,12.37,15.89
51736,111.85,21.36,23.32
51737,20.72,20.79,2.47
51738,20.88,13.09,10.3
51739,123.9,22.73,3.34
51740,22.7,14.89,3.26
51741,25.51,20.22,3.12
51742,34.99,7.53,2.95
51743,15.56,25.17,4.0
51744,27.54,24.08,77.63
51745,47.83,30.16,47.0
51746,31.53,9.01,9.28
51747,17.65,9.36,7.99
51748,76.82,13.66,11.06
51749,95.42,15.36,15.58
51750,27.39,22.37,4.69
51751,12.77,17.57,25.0
51752,32.4,16.43,2.19
51753,13.7,10.89,1.14
51754,44.48,27.39,4.58
51755,22.69,20.63,15.83
51756,113.73,12.97,22.09
51757,43.29,11.14,1.26
51758,17.84,10.07,14.94
51759,19.85,17.19,2.62
51760,20.62,15.09,11.56
51761,26.59,12.42,3.41
51762,36.61,9.69,4.57
51763,38.05,20.08,2.69
51764,29.1,22.9,0.96
51765,56.32,14.31,3.26
51766,21.06,8.51,3.98
51767,48.54,8.14,4.49
51768,20.37,14.77,2.43
51769,17.34,28.97,7.18
51770,22.78,10.75,14.25
51771,15.42,17.41,5.43
51772,22.58,9.41,2.68
51773,17.56,18.25,9.74
51774,50.29,13.38,13.26
51775,62.51,19.42,14.03
51776,26.02,7.81,52.61
51777,14.76,14.27,7.35
51778,15.72,19.96,28.01
51779,87.34,22.61,5.02
51780,35.34,23.87,9.22
51781,20.3,20.09,31.98
51782,38.42,18.83,36.75
51783,37.8,16.1,4.28
51784,34.93,11.73,9.54
51785,26.85,19.14,4.95
51786,22.6,20.5,1.91
51787,28.4,15.9,19.47
51788,29.4,13.4,6.9
51789,108.31,18.54,9.33
51790,25.12,14.11,137.11
51791,19.75,19.69,2.16
51792,20.63,23.73,4.76
51793,56.7,10.26,6.39
51794,112.67,26.06,6.35
51795,44.14,11.49,15.66
51796,17.57,17.89,3.1
51797,55.8,23.54,11.69
51798,34.57,9.73,5.08
51799,40.41,25.57,12.37
51800,29.2,15.95,4.81
51801,21.56,9.42,25.96
51802,23.47,8.37,8.08
51803,30.1,16.75,9.83
51804,70.67,16.48,6.47
51805,13.46,18.99,17.46
51806,16.2,17.01,1.48
51807,17.48,23.02,5.47
51808,27.5,15.88,11.34
51809,32.76,20.48,9.95
51810,61.21,18.54,15.59
51811,66.99,26.9,4.93
51812,19.68,30.32,3.34
51813,59.7,13.0,7.13
51814,26.08,17.01,4.23
51815,60.67,19.3,10.77
51816,76.55,29.32,9.96
51817,24.54,15.69,4.32
51818,83.12,13.93,9.99
51819,32.76,21.0,3.81
51820,31.81,26.65,4.64
51821,44.81,20.12,42.17
51822,40.16,12.71,4.15
51823,30.73,17.48,25.75
51824,37.32,13.53,11.82
51825,94.55,19.09,2.28
51826,45.49,21.91,14.8
51827,144.0,9.35,2.69
51828,23.63,15.24,48.29
51829,20.74,11.03,6.41
51830,24.06,23.13,52.57
51831,22.25,19.74,11.32
51832,91.29,8.23,5.77
51833,28.53,11.6,3.71
51834,68.06,21.33,6.76
51835,41.04,21.85,7.81
51836,21.55,9.18,6.21
51837,96.39,7.82,1.33
51838,22.44,17.52,9.77
51839,29.33,25.68,4.02
51840,20.27,16.01,5.32
51841,17.94,16.46,37.91
51842,21.51,23.62,12.63
51843,33.0,11.06,14.21
51844,18.01,14.15,12.21
51845,17.62,13.27,8.12
51846,88.36,9.46,3.48
51847,22.61,19.67,8.02
51848,74.9,14.7,51.81
51849,25.38,22.74,2.39
51850,79.17,22.58,19.77
51851,63.79,20.7,22.37
51852,76.8,10.99,5.1
51853,75.64,26.39,19.85
51854,23.99,17.18,9.06
51855,40.5,8.77,28.49
51856,19.32,24.52,1.11
51857,10.36,13.76,2.95
51858,12.81,17.01,2.97
51859,80.68,22.49,14.91
51860,46.4,18.33,1.21
51861,26.28,12.67,15.84
51862,23.77,23.26,7.07
51863,31.05,8.57,8.13
51864,13.44,16.27,1.52
51865,24.69,20.69,12.99
51866,17.18,21.39,8.95
51867,17.44,14.27,9.83
51868,23.57,12.66,5.02
51869,27.54,23.6,5.67
51870,107.74,21.03,5.57
51871,53.41,26.04,7.37
51872,73.38,14.58,5.6
51873,21.92,16.82,92.96
51874,21.51,9.44,25.05
51875,45.87,13.82,6.45
51876,51.56,14.84,47.31
51877,20.77,18.46,3.76
51878,20.06,17.06,52.43
51879,24.94,21.55,1.23
51880,57.86,9.09,2.08
51881,21.61,10.83,51.42
51882,58.46,19.88,13.2
51883,22.39,11.03,11.91
51884,19.4,23.39,3.25
51885,50.42,10.4,2.34
51886,26.7,30.31,6.55
51887,17.35,11.67,12.78
51888,100.25,12.12,9.5
51889,16.64,17.78,2.36
51890,33.35,16.73,18.27
51891,16.5,30.0,20.07
51892,22.84,28.65,9.29
51893,42.92,18.34,9.18
51894,21.75,25.82,5.59
51895,22.31,11.4,27.0
51896,30.22,26.77,3.05
51897,14.99,10.41,1.36
51898,62.54,8.77,6.13
51899,67.91,16.62,5.95
51900,15.51,14.87,4.99
51901,22.03,20.54,9.81
51902,101.17,16.53,7.03
51903,16.05,27.78,70.81
51904,35.4,21.89,5.74
51905,21.34,7.94,84.49
51906,33.66,11.14,2.42
51907,19.78,15.7,10.5
51908,12.71,18.7,5.62
51909,47.02,6.54,1.63
51910,48.58,15.92,0.72
51911,20.62,16.72,1.58
51912,61.1,24.37,6.55
51913,56.3,23.31,51.85
51914,55.66,10.93,2.21
51915,78.49,13.31,4.34
51916,42.11,30.09,3.51
51917,68.31,16.14,16.86
51918,13.55,12.06,1.86
51919,47.98,21.14,2.38
51920,40.55,27.41,8.25
51921,22.45,12.87,13.67
51922,32.7,15.54,27.36
51923,30.73,10.5,10.28
51924,23.86,10.76,27.01
51925,13.31,15.42,9.0
51926,71.42,15.95,5.23
51927,21.5,17.28,10.85
51928,66.29,12.85,3.32
51929,26.3,30.27,9.28
51930,34.32,19.9,6.94
51931,62.13,20.44,45.03
51932,75.66,20.58,3.93
51933,37.38,10.05,8.16
51934,26.29,17.12,10.85
51935,17.11,16.87,9.69
51936,50.49,17.98,9.61
51937,21.01,20.52,1.1
51938,43.36,9.35,1.74
51939,29.58,14.72,15.89
51940,40.94,21.76,0.77
51941,44.24,12.85,4.25
51942,107.96,9.21,7.34
51943,53.72,6.79,6.42
51944,25.94,6.71,7.08
51945,25.82,23.68,7.81
51946,17.42,18.62,19.32
51947,108.33,12.97,2.85
51948,43.81,21.63,3.66
51949,78.47,19.27,11.27
51950,26.99,18.87,23.18
51951,71.87,20.24,13.63
51952,19.15,23.8,12.96
51953,61.45,11.25,3.87
51954,44.21,9.53,24.83
51955,54.26,9.62,0.63
51956,57.56,20.53,9.1
51957,88.59,27.62,1.59
51958,27.29,9.14,24.62
51959,25.28,17.96,57.84
51960,28.67,10.15,1.67
51961,17.15,17.92,5.69
51962,27.62,13.82,3.06
51963,61.0,16.61,0.99
51964,77.93,17.56,4.02
51965,12.9,24.24,4.64
51966,71.83,18.37,1.87
51967,26.39,15.96,4.06
51968,26.63,14.29,29.24
51969,48.27,14.44,2.38
51970,33.88,12.33,8.66
51971,23.88,23.64,2.75
51972,60.16,23.77,15.68
51973,76.22,31.43,5.93
51974,70.79,8.94,18.84
51975,67.15,15.7,2.88
51976,25.3,14.27,10.78
51977,104.0,21.86,17.96
51978,56.72,9.51,4.15
51979,18.53,15.95,28.22
51980,30.87,16.2,8.58
51981,20.79,29.95,166.54
51982,17.67,16.64,7.41
51983,32.16,11.05,24.68
51984,28.48,17.7,1.67
51985,24.7,7.36,2.39
51986,56.62,28.28,20.87
51987,39.1,13.81,10.89
51988,24.41,16.83,3.31
51989,16.27,9.99,9.66
51990,298.79,9.94,7.82
51991,39.01,10.05,1.71
51992,49.63,9.4,22.67
51993,27.56,16.36,10.92
51994,25.3,11.76,7.73
51995,75.71,16.02,1.0
51996,16.41,23.31,7.67
51997,60.42,19.65,4.0
51998,17.33,22.53,5.52
51999,98.29,21.71,8.2
52000,70.3,12.14,2.19
52001,89.67,16.85,14.14
52002,25.25,21.12,9.38
52003,54.08,14.06,63.43
52004,48.99,9.82,2.26
52005,79.8,9.59,28.01
52006,36.35,10.69,0.67
52007,81.32,13.45,46.73
52008,47.59,8.6,33.86
52009,12.93,12.09,5.36
52010,20.54,12.76,18.12
52011,30.44,22.7,1.18
52012,94.24,15.38,3.18
52013,20.86,19.53,15.99
52014,18.13,27.46,8.08
52015,33.0,24.1,3.78
52016,29.0,10.73,0.8
52017,24.42,11.78,0.87
52018,43.34,7.25,7.56
52019,14.21,19.12,3.0
52020,17.24,20.5,6.16
52021,18.87,12.05,99.17
52022,31.25,17.45,2.01
52023,48.2,19.04,6.07
52024,48.81,22.66,2.12
52025,84.5,10.81,9.56
52026,51.72,28.35,19.72
52027,16.8,12.44,3.18
52028,39.26,14.21,5.31
52029,20.08,10.45,9.26
52030,29.46,27.64,19.65
52031,102.93,20.57,14.04
52032,31.53,14.15,2.55
52033,16.64,10.33,15.39
52034,17.06,21.27,6.17
52035,37.2,26.98,20.72
52036,33.39,15.92,7.03
52037,14.66,7.87,1.33
52038,24.78,15.25,10.57
52039,34.79,19.35,9.71
52040,45.84,15.77,11.47
52041,78.87,14.5,2.06
52042,17.49,19.97,16.31
52043,91.82,15.01,7.1
52044,97.67,9.99,14.39
52045,83.57,14.84,34.57
52046,19.37,23.68,6.77
52047,12.6,16.82,16.77
52048,19.39,18.1,16.83
52049,17.57,12.05,9.42
52050,12.05,15.42,4.77
52051,73.55,12.43,3.85
52052,28.69,21.72,0.7
52053,16.53,9.21,0.7
52054,58.44,18.61,12.76
52055,37.96,19.7,1.07
52056,26.97,27.84,7.12
52057,23.68,15.51,3.14
52058,17.55,22.73,9.86
52059,20.41,27.01,9.25
52060,36.49,16.94,49.08
52061,48.74,22.79,2.81
52062,79.32,29.28,11.31
52063,76.74,10.93,14.48
52064,35.17,8.87,3.68
52065,16.56,10.85,10.14
52066,30.5,18.17,29.32
52067,30.7,10.37,4.58
52068,41.17,27.46,13.47
52069,102.85,16.84,7.53
52070,29.68,21.63,2.8
52071,31.28,7.86,18.73
52072,20.21,15.6,14.26
52073,25.17,11.43,9.12
52074,38.35,11.9,8.0
52075,20.01,18.1,16.42
52076,27.53,15.12,12.6
52077,20.79,10.67,10.54
52078,22.47,22.62,8.33
52079,31.69,23.33,2.59
52080,25.95,8.03,6.42
52081,38.51,13.97,1.48
52082,35.89,8.37,3.19
52083,32.36,8.07,43.3
52084,36.38,11.1,23.15
52085,56.71,23.64,6.18
52086,25.22,13.32,13.7
52087,38.52,24.95,2.17
52088,26.21,26.17,8.73
52089,28.73,19.59,2.18
52090,28.4,20.1,3.72
52091,28.64,10.66,9.72
52092,32.42,8.27,40.93
52093,21.88,15.44,2.93
52094,62.2,16.04,22.26
52095,36.44,19.13,3.53
52096,21.24,18.52,13.53
52097,22.59,14.37,6.67
52098,19.62,16.15,23.34
52099,34.83,18.38,7.45
52100,29.0,11.73,14.24
52101,49.95,20.39,3.32
52102,40.63,15.92,7.79
52103,60.46,24.54,8.05
52104,55.13,11.9,11.64
52105,55.32,26.63,16.78
52106,74.52,16.81,2.58
52107,124.81,12.53,6.74
52108,81.45,21.32,29.32
52109,34.91,10.1,24.63
52110,16.69,10.7,3.19
52111,59.29,23.78,10.63
52112,17.26,14.66,3.7
52113,120.46,13.07,3.61
52114,70.41,22.67,5.26
52115,90.09,11.3,6.17
52116,30.08,17.38,4.71
52117,25.84,8.88,9.19
52118,50.97,15.37,112.94
52119,93.1,9.88,19.25
52120,19.18,27.43,12.81
52121,194.22,15.01,6.58
52122,59.76,16.67,2.23
52123,13.5,19.45,47.41
52124,61.41,27.86,3.36
52125,23.75,22.18,27.44
52126,55.55,23.97,6.14
52127,27.49,13.88,7.55
52128,26.3,9.08,21.31
52129,52.48,31.2,57.24
52130,48.54,23.8,29.97
52131,29.7,17.44,1.04
52132,20.32,9.48,5.36
52133,11.73,20.8,11.25
52134,23.12,7.1,7.26
52135,51.08,12.45,2.19
52136,86.14,7.04,5.92
52137,25.46,14.0,3.85
52138,19.56,19.21,2.22
52139,48.75,9.16,13.79
52140,18.93,11.58,15.18
52141,102.3,9.81,39.65
52142,19.69,13.72,1.57
52143,19.39,12.53,5.18
52144,17.37,8.83,27.05
52145,21.82,14.41,14.06
52146,18.9,18.65,2.72
52147,63.87,22.53,9.29
52148,24.06,10.65,16.08
52149,117.39,23.37,4.34
52150,101.42,20.92,40.55
52151,40.62,17.7,4.39
52152,26.47,17.25,22.87
52153,39.25,7.48,4.39
52154,52.46,16.96,14.19
52155,13.98,24.88,16.84
52156,15.03,16.62,59.53
52157,21.87,10.4,11.31
52158,22.71,19.44,10.39
52159,21.97,15.49,8.62
52160,24.81,13.39,16.17
52161,16.73,26.51,11.34
52162,53.64,16.8,5.42
52163,51.38,23.69,6.8
52164,88.99,6.38,2.2
52165,26.97,19.79,4.51
52166,15.78,10.75,6.27
52167,28.82,18.73,36.55
52168,72.16,14.71,7.31
52169,33.42,24.47,14.38
52170,98.46,16.01,58.61
52171,46.87,10.14,17.74
52172,15.11,12.62,45.32
52173,25.13,11.42,9.59
52174,19.5,20.75,3.5
52175,70.3,10.6,11.15
52176,26.24,24.98,31.48
52177,30.74,16.54,2.3
52178,34.41,17.56,1.51
52179,95.46,25.01,12.58
52180,31.47,17.4,34.66
52181,30.52,22.73,8.87
52182,90.07,10.6,0.77
52183,96.93,15.56,36.16
52184,15.12,13.18,18.35
52185,24.44,11.75,7.92
52186,17.91,11.72,44.34
52187,114.81,12.65,1.95
52188,48.94,12.23,7.07
52189,20.06,16.32,10.11
52190,19.57,14.0,38.89
52191,24.57,24.27,11.86
52192,21.97,13.17,2.78
52193,44.39,19.25,4.06
52194,21.88,18.39,6.78
52195,37.45,19.78,1.36
52196,69.26,14.86,7.42
52197,80.26,9.7,5.02
52198,18.66,21.46,11.05
52199,56.07,11.7,1.42
52200,40.2,15.67,2.08
52201,24.85,11.24,4.77
52202,27.93,15.65,1.49
52203,22.41,18.25,9.13
52204,23.94,8.84,3.19
52205,93.97,15.78,8.3
52206,29.14,22.32,3.49
52207,17.39,17.49,7.98
52208,22.64,21.72,3.71
52209,12.07,9.71,2.8
52210,53.44,13.01,6.44
52211,18.19,21.58,12.62
52212,14.36,7.72,44.04
52213,21.39,12.96,5.01
52214,23.66,23.0,2.23
52215,80.83,19.72,15.88
52216,29.52,8.38,20.8
52217,26.8,19.92,18.36
52218,21.21,14.52,8.09
52219,31.93,24.03,3.58
52220,22.21,18.95,4.91
52221,14.51,16.69,20.58
52222,36.67,24.47,7.61
52223,23.39,17.93,8.37
52224,29.13,11.94,22.51
52225,26.72,14.79,1.65
52226,45.67,20.99,9.54
52227,23.42,12.79,17.08
52228,48.11,11.76,10.19
52229,20.14,21.46,23.04
52230,38.25,20.19,5.57
52231,16.78,22.39,1.43
52232,11.35,13.15,2.27
52233,152.05,15.03,4.95
52234,23.52,16.2,1.98
52235,50.9,14.95,30.37
52236,64.41,8.69,4.8
52237,19.8,12.33,6.42
52238,26.2,10.97,2.26
52239,38.56,19.6,6.1
52240,17.2,14.04,8.51
52241,58.15,14.69,6.61
52242,42.66,18.25,3.06
52243,20.88,16.13,11.79
52244,17.45,9.42,11.81
52245,23.13,16.11,20.04
52246,46.41,18.57,11.03
52247,29.39,16.39,11.76
52248,81.17,18.61,2.26
52249,25.87,11.81,10.74
52250,60.84,16.37,3.48
52251,13.99,15.45,5.08
52252,26.31,7.67,3.71
52253,14.18,9.69,20.51
52254,14.4,17.23,4.87
52255,69.99,8.52,1.98
52256,37.05,22.97,2.11
52257,28.3,32.34,6.06
52258,22.33,15.66,0.42
52259,18.58,29.53,5.83
52260,20.36,14.85,8.84
52261,30.62,20.43,6.24
52262,17.05,15.63,3.63
52263,22.73,16.81,10.74
52264,32.39,20.38,4.91
52265,26.37,20.05,13.08
52266,20.87,27.13,15.77
52267,29.43,18.0,7.56
52268,16.39,11.74,2.17
52269,28.68,13.85,10.32
52270,29.29,7.78,19.82
52271,21.64,6.6,17.83
52272,41.57,11.27,4.97
52273,36.2,14.06,8.84
52274,84.47,11.15,6.07
52275,21.69,12.1,4.38
52276,12.66,9.79,23.34
52277,37.49,14.11,32.08
52278,17.21,18.15,6.81
52279,18.67,15.76,8.21
52280,18.94,17.58,25.04
52281,33.07,18.41,3.4
52282,80.31,14.22,1.35
52283,112.65,13.36,45.11
52284,95.19,17.19,21.3
52285,23.45,20.06,15.93
52286,25.4,16.42,21.32
52287,125.15,18.81,4.87
52288,9.85,16.52,15.4
52289,29.08,8.76,26.57
52290,52.4,16.05,7.33
52291,21.58,23.8,3.92
52292,64.45,17.08,29.81
52293,22.53,19.85,7.33
52294,97.19,28.6,9.86
52295,17.55,14.15,6.29
52296,33.26,10.68,19.84
52297,86.73,12.91,19.58
52298,42.58,25.5,38.3
52299,100.96,8.44,1.59
52300,26.12,16.49,5.29
52301,80.04,9.8,3.66
52302,11.49,25.98,15.31
52303,113.59,12.48,7.19
52304,77.3,12.4,51.68
52305,16.86,10.0,11.6
52306,21.78,24.45,11.88
52307,82.55,21.09,13.43
52308,44.62,11.09,1.43
52309,12.0,18.64,19.84
52310,41.62,10.1,57.9
52311,14.19,18.34,2.13
52312,13.15,7.38,119.26
52313,129.4,13.39,7.53
52314,52.17,14.98,4.37
52315,23.27,20.02,8.55
52316,20.22,13.51,32.69
52317,12.34,21.84,5.84
52318,44.55,20.94,1.49
52319,70.96,23.74,11.64
52320,18.97,12.64,2.51
52321,64.34,30.21,6.31
52322,33.35,16.88,9.17
52323,24.11,13.05,5.69
52324,46.31,18.9,10.02
52325,20.38,23.59,2.3
52326,41.41,25.97,1.32
52327,47.85,16.98,11.38
52328,59.62,17.7,2.1
52329,30.25,12.54,5.43
52330,24.78,21.21,0.53
52331,29.24,11.32,7.46
52332,22.4,9.88,1.0
52333,58.49,8.94,9.4
52334,54.43,17.34,5.44
52335,83.31,11.16,14.26
52336,18.35,12.51,6.61
52337,43.3,21.74,15.38
52338,11.2,19.97,109.89
52339,16.81,12.4,22.19
52340,38.88,8.1,14.63
52341,81.74,22.44,20.75
52342,16.49,18.46,19.01
52343,22.65,19.45,8.72
52344,17.82,25.37,2.61
52345,22.82,24.05,13.49
52346,29.16,19.72,2.59
52347,116.2,22.7,6.43
52348,32.78,27.47,14.18
52349,15.07,16.04,3.24
52350,34.35,28.43,3.1
52351,16.44,16.97,0.61
52352,87.41,24.95,55.19
52353,20.81,20.66,4.4
52354,37.05,11.35,33.19
52355,49.15,20.87,11.03
52356,114.55,19.0,3.91
52357,77.74,16.6,5.01
52358,47.12,12.88,10.43
52359,20.39,14.36,20.91
52360,24.72,18.88,18.15
52361,32.88,16.9,8.98
52362,48.8,16.62,8.56
52363,26.25,23.04,2.03
52364,24.67,22.87,17.65
52365,40.23,14.41,3.01
52366,21.9,9.81,37.73
52367,32.74,25.4,7.74
52368,21.25,18.97,2.37
52369,17.35,20.11,1.3
52370,60.71,8.26,6.05
52371,122.76,9.03,2.2
52372,23.66,21.13,3.47
52373,64.74,11.28,7.62
52374,36.03,9.66,30.21
52375,91.34,9.77,2.92
52376,16.67,18.8,1.54
52377,12.97,8.99,2.5
52378,71.72,18.9,16.97
52379,18.64,22.46,4.75
52380,56.95,14.22,3.95
52381,27.61,23.96,10.7
52382,66.46,27.82,1.54
52383,28.9,14.97,27.45
52384,33.65,14.96,6.52
52385,50.98,18.08,3.41
52386,127.09,25.56,12.8
52387,62.86,15.47,24.97
52388,89.66,9.45,3.92
52389,29.95,19.88,1.44
52390,53.37,23.64,4.52
52391,68.48,12.02,21.89
52392,24.38,18.74,5.49
52393,20.42,23.95,85.63
52394,15.65,7.24,65.67
52395,23.6,12.54,10.69
52396,16.61,10.05,1.41
52397,16.81,8.3,17.91
52398,72.6,18.66,7.23
52399,24.41,26.81,15.11
52400,29.04,11.13,2.03
52401,32.47,20.06,4.09
52402,55.27,21.09,99.81
52403,32.2,20.93,8.2
52404,23.33,10.45,1.53
52405,28.36,17.58,8.63
52406,84.46,19.34,3.36
52407,19.55,18.58,12.5
52408,53.12,24.19,30.16
52409,23.55,23.57,23.06
52410,17.54,20.15,5.36
52411,11.22,14.04,1.8
52412,34.82,21.69,32.35
52413,16.96,24.09,20.0
52414,116.12,16.98,4.14
52415,161.14,29.36,8.84
52416,43.57,17.1,4.36
52417,24.28,18.65,81.85
52418,20.1,20.16,28.89
52419,28.14,10.59,20.21
52420,37.28,19.06,22.86
52421,82.85,21.57,3.7
52422,44.86,9.14,12.82
52423,98.85,11.06,8.28
52424,22.74,20.26,2.01
52425,58.82,32.34,2.39
52426,61.57,10.71,3.2
52427,41.73,11.94,5.36
52428,77.1,23.2,4.89
52429,51.69,25.02,2.58
52430,11.04,13.22,3.51
52431,33.26,10.22,15.45
52432,20.69,21.65,8.13
52433,24.24,19.72,13.83
52434,18.72,12.61,7.8
52435,65.77,6.48,8.06
52436,47.8,13.8,1.09
52437,65.81,13.76,1.58
52438,12.7,28.57,7.25
52439,38.12,15.28,6.88
52440,43.68,22.66,8.43
52441,23.1,28.1,4.11
52442,25.6,11.97,3.31
52443,26.3,12.6,4.66
52444,18.82,15.48,14.56
52445,54.92,17.4,5.38
52446,31.76,25.99,9.9
52447,14.6,18.15,0.89
52448,19.46,17.76,3.46
52449,100.09,25.8,12.47
52450,23.28,10.49,5.66
52451,18.92,21.99,8.13
52452,60.29,15.94,29.03
52453,54.66,18.32,1.65
52454,104.4,18.93,9.25
52455,24.41,25.91,17.12
52456,62.83,29.22,4.37
52457,30.73,10.46,2.31
52458,23.37,24.46,1.24
52459,23.31,10.57,13.26
52460,140.76,27.36,3.96
52461,29.53,11.27,18.57
52462,92.69,21.74,15.1
52463,34.59,20.91,0.65
52464,16.69,16.73,19.39
52465,30.38,21.38,6.24
52466,18.36,13.87,5.45
52467,27.07,14.42,6.78
52468,26.54,9.69,4.63
52469,24.47,18.72,57.35
52470,36.77,9.45,0.94
52471,31.21,21.74,11.53
52472,13.94,10.76,11.31
52473,58.01,12.57,53.72
52474,32.36,11.05,46.09
52475,23.06,14.99,7.54
52476,39.53,13.69,1.29
52477,70.49,11.97,3.8
52478,91.96,20.29,11.11
52479,31.77,24.28,4.3
52480,76.54,20.84,4.73
52481,104.45,13.1,60.73
52482,20.8,17.19,13.79
52483,64.05,19.33,2.21
52484,74.39,12.79,14.54
52485,21.34,19.18,17.0
52486,45.45,12.99,15.01
52487,27.5,27.79,3.49
52488,47.8,23.58,4.32
52489,36.27,8.52,13.33
52490,50.44,29.23,28.01
52491,49.11,24.99,6.88
52492,11.26,12.24,20.67
52493,165.49,11.15,3.32
52494,79.49,16.32,4.79
52495,11.4,17.68,20.7
52496,46.25,12.18,19.1
52497,19.73,24.37,12.24
52498,17.7,7.09,16.92
52499,15.51,8.88,19.13
52500,39.47,13.89,30.81
52501,42.83,22.76,7.04
52502,21.36,14.07,3.62
52503,31.46,18.74,15.28
52504,91.98,15.97,3.77
52505,13.84,18.45,2.87
52506,35.61,14.97,4.18
52507,132.69,18.42,3.16
52508,20.1,12.25,5.41
52509,111.18,26.79,9.12
52510,63.22,14.83,4.78
52511,26.99,10.81,1.94
52512,53.06,10.82,1.0
52513,119.14,6.63,4.31
52514,17.92,16.73,2.4
52515,20.24,15.55,2.46
52516,45.66,23.13,5.18
52517,23.56,25.03,4.91
52518,114.31,9.54,15.21
52519,69.45,19.95,6.63
52520,31.85,12.97,20.94
52521,50.5,26.27,2.99
52522,28.84,9.65,5.76
52523,16.69,10.35,10.94
52524,19.48,9.06,4.97
52525,12.86,11.14,2.24
52526,42.43,16.97,11.14
52527,14.66,14.25,4.53
52528,21.89,30.36,69.23
52529,67.98,21.96,3.47
52530,76.25,15.33,1.9
52531,24.53,9.65,28.0
52532,52.99,9.8,9.29
52533,24.48,21.69,15.66
52534,18.72,29.6,2.01
52535,31.49,27.94,14.26
52536,12.04,20.09,2.29
52537,46.51,9.55,1.62
52538,117.06,18.19,2.7
52539,30.13,23.3,4.61
52540,49.11,17.08,5.64
52541,113.58,19.8,3.11
52542,97.66,18.66,2.81
52543,11.61,17.24,25.09
52544,32.71,14.65,1.6
52545,38.23,24.08,13.3
52546,10.93,26.18,2.53
52547,32.48,9.05,1.93
52548,37.45,15.77,138.47
52549,23.8,14.01,1.63
52550,30.32,17.95,3.07
52551,13.11,19.77,1.59
52552,47.73,11.48,4.59
52553,60.51,16.93,40.69
52554,107.34,24.18,7.55
52555,39.12,21.55,9.27
52556,21.79,20.07,3.65
52557,59.56,21.37,1.74
52558,46.5,19.03,10.75
52559,37.6,22.17,12.26
52560,87.91,19.14,23.73
52561,36.48,17.28,16.88
52562,33.06,23.55,3.58
52563,16.69,25.85,8.88
52564,56.44,26.28,2.46
52565,46.75,12.99,5.06
52566,10.82,24.51,2.23
52567,87.07,20.76,3.89
52568,60.22,17.73,0.83
52569,36.38,20.71,9.43
52570,104.07,20.56,28.84
52571,20.7,20.51,16.07
52572,55.87,11.68,6.24
52573,20.91,15.86,11.4
52574,22.06,11.72,18.94
52575,24.29,12.85,50.2
52576,82.15,7.89,11.69
52577,89.54,14.8,3.06
52578,126.93,7.62,5.39
52579,29.82,22.21,21.35
52580,17.67,17.33,4.8
52581,80.25,23.07,32.9
52582,18.89,21.98,14.79
52583,31.52,14.4,9.52
52584,27.22,22.15,3.15
52585,89.46,7.21,10.37
52586,71.19,7.31,47.11
52587,21.28,14.41,8.02
52588,23.3,14.64,21.61
52589,53.64,9.69,93.02
52590,115.17,20.98,8.89
52591,103.92,18.78,4.03
52592,25.42,12.58,14.46
52593,34.3,13.08,5.82
52594,20.21,15.23,19.66
52595,15.02,12.79,16.25
52596,25.91,12.61,5.22
52597,22.93,13.3,5.42
52598,17.22,9.97,2.8
52599,27.18,12.26,11.49
52600,87.78,21.22,74.02
52601,90.49,24.71,2.71
52602,29.45,14.57,32.71
52603,38.0,8.37,4.02
52604,37.63,27.06,29.59
52605,59.12,9.46,3.77
52606,16.6,24.73,16.52
52607,19.63,16.6,2.89
52608,39.85,25.52,18.31
52609,48.46,18.71,12.42
52610,26.3,18.51,1.75
52611,30.88,20.97,10.08
52612,25.2,11.22,14.41
52613,13.52,24.4,49.13
52614,110.78,19.11,8.18
52615,91.39,16.45,29.92
52616,15.61,12.06,6.61
52617,19.1,19.65,4.24
52618,46.18,19.63,14.05
52619,74.56,19.6,0.71
52620,19.84,14.09,6.6
52621,27.85,24.45,3.85
52622,43.15,14.79,22.03
52623,28.35,10.81,7.27
52624,26.03,13.22,22.51
52625,65.71,19.29,0.24
52626,16.48,14.64,340.18
52627,31.34,14.04,5.13
52628,75.4,8.13,10.27
52629,17.43,21.01,5.4
52630,46.61,10.52,1.52
52631,18.94,14.08,7.73
52632,80.84,22.04,1.81
52633,43.22,19.0,12.61
52634,16.91,15.36,0.27
52635,40.16,11.39,6.94
52636,80.41,25.21,7.33
52637,18.56,15.95,34.57
52638,19.57,16.72,1.69
52639,50.66,21.93,13.63
52640,13.65,11.81,2.59
52641,57.03,16.3,47.42
52642,19.14,24.38,6.65
52643,74.76,16.94,1.72
52644,27.23,19.88,17.26
52645,12.66,10.27,10.78
52646,136.37,15.08,2.93
52647,21.44,11.74,20.41
52648,82.49,10.47,17.12
52649,18.47,16.18,22.36
52650,42.61,23.03,17.4
